,LN_ID,TARGET,contract_type_ord,gender_ord,num_of_children_ord,INCOME,APPROVED_CREDIT,ANNUITY,PRICE,income_type_ord,education_ord,family_status_ord,housing_type_ord,DAYS_AGE,DAYS_WORK,DAYS_REGISTRATION,DAYS_ID_CHANGE,weekdays_apply_ord,hour_apply_ord,organization_type_ord,EXT_SCORE_1,EXT_SCORE_2,EXT_SCORE_3,SK_ID_PREV,INST_NUMBER,INST_DAYS,PAY_DAYS,AMT_INST,AMT_PAY,contract_type_prevapp_ord,ANNUITY_PREV_APP,APPLICATION,APPROVED_CREDIT_PREV_APP,AMT_DOWN_PAYMENT,PRICE_PREV_APP,weekdays_apply_prevapp_ord,hour_apply_prevapp_ord,DAYS_DECISION,TERM_PAYMENT,yield_group_ord,FIRST_DRAW,FIRST_DUE,TERMINATION,NFLAG_INSURED_ON_APPROVAL
7096,262050,0,1,1,3,180000.0,135000.0,14175.0,135000.0,4,2,1,2,-11057,-2044,-5069,-2746,6,9,32,0.4526986143996348,0.5814641172298759,0.7407990879702335,2299924,6,-231,-261.0,15043.05,15043.05,3,15043.05,136755.0,136755.0,0.0,136755.0,7,4,-412,10.0,3,365243.0,-381.0,-167.0,0.0
7097,141461,0,1,2,1,112500.0,180000.0,13455.0,180000.0,3,1,1,1,-20824,365243,-11347,-4225,6,5,8,0.4293515637403595,0.21110101225848896,0.4507472818545589,1339251,6,-366,-376.0,11886.03,11886.03,3,11886.03,127341.0,127341.0,0.0,127341.0,5,12,-547,12.0,3,365243.0,-516.0,-181.0,0.0
7103,185185,0,1,2,1,58500.0,338832.0,17428.5,292500.0,3,1,1,1,-23741,365243,-7682,-4356,5,3,8,0.745721346242231,0.520665902615151,0.6706517530862718,1183592,2,-2550,-2550.0,7381.8,7381.8,1,7381.8,67500.0,67500.0,0.0,67500.0,6,0,-2610,12.0,2,365243.0,-2580.0,-2238.0,0.0
7105,205133,0,1,2,1,110250.0,157500.0,11331.0,157500.0,1,1,1,1,-20607,-6102,-4651,-3710,5,1,1,0.8715396038520036,0.5925170468030964,0.5154953751603267,1820817,4,-878,-886.0,15458.13,15458.13,3,15458.13,127570.5,129595.5,0.0,127570.5,7,12,-999,10.0,1,365243.0,-968.0,-689.0,0.0
7107,278067,0,1,1,1,360000.0,263686.5,27819.0,238500.0,2,2,1,1,-24579,-387,-1491,-1617,2,3,12,0.5928972993643172,0.688402983710134,0.3344541255096772,2631644,1,-434,-445.0,13496355.0,13496355.0,3,13496355.0,118827.0,118827.0,0.0,118827.0,6,12,-465,10.0,3,365243.0,-434.0,-247.0,0.0
7110,109145,1,1,2,1,225000.0,900000.0,40671.0,900000.0,1,1,2,1,-20532,-3057,-1888,-511,2,1,4,0.7184109236647388,0.2858978721410488,0.7047064232963289,1008058,2,-114,-161.0,26291.88,26291.88,3,26291.88,289440.0,260496.0,28944.0,289440.0,3,6,-174,12.0,1,365243.0,-144.0,-51.0,0.0
7111,192303,0,1,1,2,225000.0,540000.0,17847.0,540000.0,2,1,3,1,-14025,-3815,-8035,-4129,4,17,17,0.281329058216313,0.6308212120283732,0.6577838002083306,2445245,13,-1111,-1132.0,3833.73,3.24,3,3833.73,70956.0,85005.0,0.0,70956.0,3,12,-1503,24.0,4,365243.0,-1471.0,-771.0,0.0
7112,190600,0,1,2,1,90000.0,247275.0,17338.5,225000.0,1,1,5,1,-17988,-131,-9476,-1525,2,8,2,0.5976824976856523,0.5941052702628885,0.4650692149562261,2681736,5,-2196,-2202.0,3835.8,3835.8,3,3835.8,30600.0,33124.5,0.0,30600.0,7,11,-2347,10.0,1,365243.0,-2316.0,-2039.0,1.0
7128,264620,0,2,2,2,112500.0,270000.0,13500.0,270000.0,2,1,3,2,-14311,-170,-8063,-4779,1,3,2,0.6007097393950364,0.668912148948223,0.5549467685334323,1055063,8,-847,-908.0,7535745.0,7535745.0,3,7535745.0,139833.0,164196.0,0.0,139833.0,6,5,-1094,24.0,4,365243.0,-1057.0,-365.0,0.0
7134,202693,0,1,2,1,144000.0,765000.0,25411.5,765000.0,3,2,1,1,-23751,365243,-8594,-4849,3,11,8,0.834334086656058,0.2474936272027817,0.5280927512030451,2284341,7,-2653,-2653.0,2519.37,2519.37,3,2519.37,17653.5,15885.0,1768.5,17653.5,1,0,-2865,8.0,3,365243.0,-2833.0,-2565.0,0.0
7135,108998,0,1,2,1,54000.0,342000.0,9535.5,342000.0,1,2,4,1,-18080,-7908,-1807,-1616,3,0,25,0.4161916031276457,0.4809535061579243,0.7544061731797895,1081494,9,-391,-405.0,15992.91,15992.91,3,15992.91,176850.0,159165.0,17685.0,176850.0,6,8,-662,12.0,1,365243.0,-631.0,-325.0,0.0
7137,176165,0,1,2,1,72000.0,254700.0,14350.5,225000.0,3,1,1,1,-24467,365243,-10817,-4399,4,12,8,0.8409014925053868,0.6933904694866627,0.7252764347002191,1081526,2,-519,-531.0,38449665.0,38449665.0,3,7950.15,45000.0,45000.0,0.0,45000.0,5,10,-580,6.0,3,365243.0,-549.0,-508.0,0.0
7160,273667,0,1,2,1,202500.0,792162.0,38241.0,630000.0,1,1,3,1,-10823,-930,-3424,-2082,5,6,3,0.13095547333472324,0.4247947328409121,0.5172965813614878,1468424,8,-1713,-1712.0,6159.96,6159.96,3,6159.96,50841.0,50287.5,5085.0,50841.0,4,12,-1954,12.0,2,365243.0,-1923.0,-1587.0,0.0
7173,261048,0,1,2,3,135000.0,555273.0,21645.0,463500.0,2,1,1,1,-11677,-1409,-4184,-4189,1,1,0,0.2304176469512105,0.4800037166238178,0.8128226070575616,2104643,1,-60,-82.0,2232765.0,2232765.0,3,2232765.0,27657.0,22122.0,5535.0,27657.0,5,4,-101,12.0,1,365243.0,-60.0,365243.0,0.0
7174,222983,0,1,2,1,202500.0,526491.0,17527.5,454500.0,1,1,5,1,-21840,-2379,-9512,-3831,4,0,6,0.7520643859988313,0.504063697481828,0.5478104658520093,1744483,11,-1800,-1827.0,9127.35,9127.35,1,9127.35,135000.0,135000.0,0.0,135000.0,2,11,-2130,24.0,2,365243.0,-2100.0,-1432.0,0.0
7180,161374,0,1,1,3,99000.0,1024780.5,47614.5,841500.0,3,2,1,1,-17254,365243,-761,-761,2,1,8,0.39633530653827664,0.6472130230143975,0.7136313997323308,2633863,8,-1395,-1398.0,14658075.0,14658075.0,3,3290715.0,27900.0,27445.5,2925.0,27900.0,3,12,-1637,12.0,2,365243.0,-1605.0,-1387.0,0.0
7185,143515,0,1,1,2,315000.0,1125000.0,47794.5,1125000.0,2,3,1,2,-10264,-436,-6,-2149,2,2,3,0.33891127203101085,0.4695180528990415,0.2512394458905693,2224222,7,-1144,-1152.0,3503205.0,3503205.0,3,3503205.0,28521.0,28129.5,2925.0,28521.0,5,7,-1355,12.0,2,365243.0,-1324.0,-989.0,0.0
7186,295221,0,1,1,1,180000.0,855000.0,46512.0,855000.0,1,1,1,1,-18442,-1840,-4635,-1982,3,10,4,0.4857640051133616,0.6942498703456993,0.6738300778602003,1973923,5,-1941,-1961.0,2461.23,2461.23,3,2461.23,18891.0,21217.5,2025.0,18891.0,4,7,-2092,12.0,2,365243.0,-2061.0,-1725.0,0.0
7187,194786,0,1,2,1,135000.0,972000.0,27423.0,972000.0,4,1,1,1,-16098,-664,-1911,-2855,5,13,10,0.6570339703964919,0.5909638900333266,0.5585066276769286,1186729,2,-2631,-2631.0,4603.86,4603.86,3,4603.86,17955.0,16159.5,1795.5,17955.0,6,10,-2692,4.0,3,365243.0,-2661.0,-2558.0,0.0
7188,166397,0,1,1,2,315000.0,545040.0,26640.0,450000.0,2,1,1,1,-9634,-307,-4495,-2226,6,0,4,0.2290520936390128,0.6944540698617151,0.4365064990977374,2426959,17,-1244,-1258.0,5207.85,5207.85,3,5207.85,76455.0,77845.5,11475.0,76455.0,7,1,-1763,24.0,1,365243.0,-1724.0,-1027.0,0.0
7189,237320,0,1,1,1,90000.0,182448.0,21780.0,157500.0,1,1,2,4,-10280,-1568,-3918,-2962,6,2,15,0.12906584543243954,0.4748971548455357,0.656158373001177,2426403,3,-1143,-1166.0,10935.9,10935.9,3,5539.5,25992.0,20790.0,5202.0,25992.0,7,5,-1245,4.0,1,365243.0,-1203.0,-1140.0,0.0
7195,286658,0,1,2,1,135000.0,773680.5,37350.0,679500.0,1,1,1,1,-14186,-328,-8223,-4458,3,0,4,0.3557936879921923,0.5603882013325376,0.656158373001177,2563297,9,-1665,-1659.0,16679475.0,16662195.0,3,16679475.0,119250.0,129087.0,0.0,119250.0,6,5,-1936,10.0,2,365243.0,-1905.0,-1627.0,0.0
7196,146105,0,1,2,2,157500.0,135000.0,8635.5,135000.0,1,2,4,1,-14998,-8057,-5391,-694,2,10,12,0.5961086036391788,0.6028490368760384,0.8347841592331774,1283915,4,-2453,-2471.0,6745545.0,6745545.0,3,6752565.0,27445.5,23701.5,4500.0,27445.5,4,11,-2574,4.0,3,365243.0,-2543.0,-2445.0,1.0
7197,194332,0,2,1,1,112500.0,270000.0,13500.0,270000.0,2,1,2,1,-9063,-1561,-3756,-1725,1,11,4,0.2821608522796921,0.7387122648609691,0.5762088360175724,2141717,2,-975,-994.0,11931975.0,11931975.0,3,11931975.0,89995.5,97915.5,0.0,89995.5,1,9,-1036,10.0,1,365243.0,-1005.0,-784.0,0.0
7198,214935,0,1,1,1,247500.0,900000.0,48825.0,900000.0,4,2,2,1,-15668,-3103,-6611,-1301,7,14,0,0.6233149382390679,0.7185575305767463,0.4507472818545589,1028583,6,-714,-750.0,3325095.0,3325095.0,3,3325095.0,44955.0,32805.0,15750.0,44955.0,1,1,-902,14.0,2,365243.0,-864.0,-469.0,0.0
7203,265994,0,1,2,1,67500.0,254700.0,30357.0,225000.0,1,1,1,1,-15531,-3346,-8233,-4017,4,3,48,0.5370826507823429,0.3069894382857042,0.5226973172821112,1609420,7,-2336,-2344.0,8998605.0,8998605.0,3,8998605.0,89995.5,80995.5,9000.0,89995.5,2,9,-2557,10.0,3,365243.0,-2516.0,-2237.0,0.0
7204,249054,1,1,1,1,157500.0,518562.0,22099.5,463500.0,2,2,1,1,-14220,-1262,-6138,-5006,7,5,4,0.1963837708264008,0.6595976889353649,0.7992967832109371,1154491,4,-1553,-1560.0,14593.86,14593.86,3,14593.86,143820.0,146524.5,14382.0,143820.0,6,0,-1674,16.0,2,365243.0,-1643.0,-1428.0,0.0
7206,113662,0,1,2,1,247500.0,405000.0,22612.5,405000.0,3,1,4,1,-20073,365243,-589,-3597,5,3,8,0.793259598345114,0.7371390798292894,0.4066174366275036,1891375,8,-2383,-2395.0,17512.74,17512.74,3,17512.74,163125.0,157630.5,16312.5,163125.0,6,5,-2624,10.0,3,365243.0,-2593.0,-2315.0,1.0
7213,147760,0,1,2,1,202500.0,545040.0,25537.5,450000.0,2,1,1,1,-22638,-1117,-1768,-1782,1,11,4,0.8017844967314383,0.1811862961349367,0.30620229831350426,2606162,11,-30,-37.0,12918.06,12918.06,3,12918.06,141615.0,125257.5,28323.0,141615.0,4,5,-361,12.0,1,365243.0,-330.0,365243.0,0.0
7217,191702,0,1,1,1,175500.0,448299.0,23017.5,387000.0,1,1,3,1,-18372,-1079,-381,-1920,5,11,4,0.44413050843729496,0.5952490505702076,0.7490217048463391,1946430,3,-458,-489.0,4732.92,4732.92,3,4732.92,25078.5,22567.5,2511.0,25078.5,2,5,-549,6.0,2,365243.0,-518.0,-425.0,0.0
7220,249053,0,1,2,2,270000.0,900000.0,32017.5,900000.0,2,1,1,1,-13599,-1279,-5461,-4151,3,11,2,0.51177928877858,0.6719560978227688,0.13765446191826075,1963945,8,-1638,-1646.0,8186625.0,8186625.0,1,8186625.0,112500.0,112500.0,0.0,112500.0,1,12,-1878,24.0,2,365243.0,-1848.0,-1151.0,0.0
7224,170504,0,1,2,1,202500.0,534141.0,24898.5,441000.0,1,2,2,1,-8861,-1778,-1728,-1541,4,3,4,0.12513253467537236,0.5187609242297935,0.2314393514998941,1605104,8,-91,-112.0,5959.26,5959.26,3,5959.26,67455.0,53964.0,13491.0,67455.0,2,4,-338,12.0,2,365243.0,-301.0,365243.0,0.0
7225,223263,0,2,2,1,46800.0,135000.0,6750.0,135000.0,3,2,1,1,-21868,365243,-11757,-4266,6,11,8,0.8617061838136815,0.07555493625039103,0.28371188263500075,2245888,7,-586,-617.0,6525.0,302085.0,3,6525.0,67500.0,45000.0,22500.0,67500.0,6,2,-798,8.0,1,365243.0,-766.0,-551.0,0.0
7226,209341,0,1,2,1,67500.0,509922.0,28602.0,472500.0,2,1,1,1,-14223,-1928,-7319,-1394,6,3,6,0.5606228136357497,0.6832057862621186,0.5316861425197883,2686897,8,-2050,-2084.0,10798425.0,10798425.0,3,10798425.0,99765.0,97195.5,9976.5,99765.0,2,12,-2314,10.0,3,365243.0,-2260.0,-2015.0,1.0
7230,167048,0,2,2,1,171000.0,270000.0,13500.0,270000.0,4,2,1,1,-10472,-3749,-8662,-784,4,5,11,0.3333115741425152,0.5830863707135304,0.11538666200733562,2394389,4,-139,-153.0,85017.42,85017.42,3,10622115.0,95332.5,105399.0,0.0,95332.5,4,12,-259,12.0,1,365243.0,-229.0,-137.0,1.0
7233,112716,0,1,2,3,135000.0,440784.0,24741.0,360000.0,2,2,2,1,-14431,-4580,-5366,-4145,2,0,0,0.3240532908549969,0.5675990837973071,0.5190973382084597,2677528,6,-2055,-2063.0,2566935.0,2566935.0,3,2566935.0,48105.0,17703.0,31500.0,48105.0,6,7,-2236,8.0,1,365243.0,-2205.0,-1990.0,0.0
7238,272101,0,1,1,2,270000.0,1225237.5,85405.5,1125000.0,2,1,1,1,-13332,-4303,-7173,-4302,7,3,4,0.5607969974880862,0.716518790061328,0.8327850252992314,1309307,4,-1233,-1245.0,12159225.0,12159225.0,3,12159225.0,121495.5,109345.5,12150.0,121495.5,4,2,-1354,10.0,3,365243.0,-1323.0,-1050.0,0.0
7251,147003,0,2,2,2,90000.0,180000.0,9000.0,180000.0,1,1,1,1,-16313,-3787,-3381,-3108,5,1,16,0.4332629150024861,0.4057507207246687,0.6397075677637197,2134174,2,-751,-765.0,17796645.0,17796645.0,3,17796645.0,171000.0,173592.0,17100.0,171000.0,4,9,-813,12.0,1,365243.0,-781.0,-628.0,0.0
7254,250760,1,1,1,1,112500.0,640080.0,29970.0,450000.0,1,1,4,1,-12748,-937,-350,-4025,2,3,4,0.2585757175165219,0.4361545623961293,0.2079641743053816,1666706,12,-17,-36.0,4919.49,4919.49,3,4921.38,35640.0,39402.0,0.0,35640.0,2,12,-378,12.0,2,365243.0,-347.0,-9.0,0.0
7255,290386,0,1,2,1,45000.0,142200.0,8068.5,112500.0,1,1,1,1,-19352,-1033,-8070,-2908,1,10,4,0.7016824484420217,0.5344107109505506,0.7688075728291359,1612972,1,-282,-294.0,24858.54,24858.54,3,24858.54,133650.0,140706.0,0.0,133650.0,3,2,-313,6.0,3,365243.0,-282.0,-155.0,0.0
7256,103947,0,1,2,2,90000.0,225000.0,9909.0,225000.0,1,1,1,1,-14681,-6842,-2193,-4693,7,7,12,0.7324775938190914,0.4362728767057008,0.7636399214572418,1065043,9,-1778,-1789.0,8335215.0,8335215.0,3,4307895.0,31495.5,31171.5,2700.0,31495.5,2,7,-2049,10.0,2,365243.0,-2018.0,-1771.0,0.0
7259,226867,0,1,2,1,135000.0,450000.0,35685.0,450000.0,1,1,1,1,-13189,-678,-3916,-4755,5,11,12,0.37982943859407,0.4329413915114939,0.2250868621163805,2436276,3,-1937,-1943.0,13144995.0,13144995.0,3,13144995.0,118192.5,131845.5,0.0,118192.5,7,0,-2028,14.0,2,365243.0,-1997.0,-1601.0,0.0
7262,205164,0,1,2,1,225000.0,824823.0,24246.0,688500.0,2,1,1,3,-18076,-171,-9437,-1587,3,2,1,0.7581481580990649,0.7300838696339348,0.656158373001177,1685975,13,-1411,-1380.0,18595.26,1.26,1,18595.26,202500.0,222547.5,0.0,202500.0,1,12,-1801,18.0,2,365243.0,-1771.0,-1256.0,1.0
7266,129381,0,1,1,2,315000.0,1546020.0,45333.0,1350000.0,1,1,1,1,-12861,-3521,-51,-4549,5,1,1,0.3087393454381054,0.6672197738473675,0.4920600938649263,1652564,1,-1854,-1876.0,5884245.0,5884245.0,3,5884245.0,30555.0,28858.5,3055.5,30555.0,6,2,-1903,6.0,2,365243.0,-1854.0,-1699.0,0.0
7275,237433,0,1,2,1,112500.0,82611.0,9801.0,67500.0,1,2,1,1,-12084,-1693,-1365,-1812,2,3,5,0.5118654258326947,0.5925698429559844,0.11836432636740067,1060931,3,-1261,-1296.0,7483815.0,7483815.0,3,7483815.0,47218.5,39640.5,9445.5,47218.5,1,11,-1352,6.0,1,365243.0,-1321.0,-1226.0,0.0
7286,253330,0,1,1,1,202500.0,225000.0,17905.5,225000.0,1,1,1,1,-11132,-1365,-1062,-3792,3,11,35,0.3109225235501469,0.6045702623123299,0.6023863442690867,2729586,1,-2537,-2585.0,4216.68,4216.68,3,4216.68,14328.0,14800.5,0.0,14328.0,4,9,-2568,4.0,2,365243.0,-2537.0,-2439.0,1.0
7288,109431,0,2,1,1,900000.0,225000.0,11250.0,225000.0,1,3,4,1,-17209,-580,-3104,-734,1,2,4,0.42793357615725697,0.4993677239824301,0.7675231046555077,1206984,19,-601,-633.0,6160.23,2767455.0,3,6160.23,102006.0,136017.0,0.0,102006.0,5,12,-1172,24.0,4,365243.0,-1141.0,-442.0,0.0
7293,101713,0,1,1,1,202500.0,697500.0,27792.0,697500.0,1,2,2,1,-12557,-358,-291,-4113,3,6,4,0.4014453912125277,0.5235194990574844,0.4170996682522097,1307699,8,-711,-716.0,6813585.0,6813585.0,3,6813585.0,68400.0,75622.5,0.0,68400.0,3,11,-952,12.0,4,365243.0,-921.0,-583.0,0.0
7298,134637,0,2,2,1,135000.0,180000.0,9000.0,180000.0,1,3,1,1,-8212,-889,-7691,-666,7,5,48,0.2284485679543482,0.2296638823087604,0.4596904504249018,1586393,1,-438,-454.0,7227.99,7227.99,3,7227.99,39726.0,43465.5,3973.5,39726.0,7,9,-469,8.0,2,365243.0,-438.0,-343.0,0.0
7301,172153,0,1,2,1,270000.0,653121.0,42993.0,616500.0,2,1,3,1,-20678,-908,-2119,-4159,3,3,4,0.6192488516925975,0.19742100936257945,0.4848514754962666,1905879,5,-845,-854.0,231335865.0,231335865.0,3,18538.56,282600.0,282600.0,0.0,282600.0,7,12,-997,18.0,3,365243.0,-965.0,-836.0,0.0
7304,117049,0,1,1,1,112500.0,270000.0,26833.5,270000.0,1,1,1,1,-19493,-644,-7950,-3033,6,11,17,0.6627988558234889,0.5954070958251609,0.7136313997323308,2751814,2,-337,-354.0,15469.47,15469.47,3,15469.47,106155.0,83655.0,22500.0,106155.0,7,5,-398,6.0,1,365243.0,-367.0,-209.0,0.0
7306,198671,0,2,1,1,90000.0,225000.0,11250.0,225000.0,2,2,2,1,-9704,-420,-6799,-2378,7,11,47,0.2633576212407804,0.5032437071148942,0.5779691187553125,1223326,5,-663,-664.0,15692.31,15692.31,3,15692.31,80550.0,76324.5,8055.0,80550.0,5,1,-814,6.0,2,365243.0,-783.0,-629.0,0.0
7307,239851,0,1,2,1,202500.0,486459.0,18468.0,342000.0,1,1,5,1,-23197,-13916,-14487,-4221,4,9,12,0.5744484575656786,0.5593751670011587,0.16640554618393638,1182937,1,-2453,-2457.0,6131.88,6131.88,3,6131.88,56650.5,55192.5,5665.5,56650.5,4,8,-2485,10.0,3,365243.0,-2453.0,-2174.0,1.0
7309,202007,0,1,2,1,54000.0,351000.0,17199.0,351000.0,1,1,1,1,-11296,-2667,-4778,-3326,3,3,4,0.3993189936150441,0.17443509493136408,0.6722428897082422,2610983,7,-2287,-2289.0,2764395.0,2764395.0,3,2764395.0,24255.0,23688.0,2700.0,24255.0,1,7,-2501,12.0,2,365243.0,-2467.0,-2131.0,1.0
7310,264302,0,1,2,3,135000.0,254700.0,14751.0,225000.0,2,2,4,1,-13329,-525,-6500,-4198,5,1,2,0.4489213007426031,0.6221532489001916,0.5779691187553125,2525881,1,-2452,-2472.0,6056505.0,6056505.0,3,6056505.0,31950.0,30177.0,3195.0,31950.0,3,8,-2488,6.0,2,365243.0,-2452.0,-2295.0,1.0
7317,160809,0,1,1,1,315000.0,497520.0,30568.5,450000.0,1,2,1,1,-10929,-336,-4823,-3445,2,4,4,0.4855564474538147,0.3683780196714574,0.7001838506835805,2224133,2,-288,-294.0,9746415.0,9746415.0,3,9746415.0,106429.05,106425.0,4.05,106429.05,4,6,-349,12.0,4,365243.0,-318.0,-73.0,0.0
7321,261702,1,1,2,3,180000.0,472500.0,22860.0,472500.0,2,1,3,1,-14106,-561,-5171,-4592,6,2,12,0.5432785709349921,0.6397029981210802,0.6313545365850379,2606225,20,-882,-1333.0,6229.17,6229.17,3,6229.17,135226935.0,135225.0,1935.0,135226935.0,6,3,-1484,24.0,4,365243.0,-1452.0,-753.0,0.0
7329,172028,0,1,2,1,174150.0,1113840.0,44302.5,900000.0,1,2,3,1,-20745,-901,-3030,-3069,5,8,2,0.7289117843681449,0.11887940979878807,0.4241303111942548,1682447,9,-40,-50.0,18345.24,18345.24,3,18345.24,141660.0,151789.5,0.0,141660.0,1,10,-312,10.0,1,365243.0,-280.0,-5.0,0.0
7330,233270,0,1,2,1,135000.0,1042560.0,34587.0,900000.0,1,1,1,1,-13781,-2592,-3185,-4462,5,10,4,0.6721665854428777,0.6882059406149732,0.3108182544189319,2254335,5,-1021,-1023.0,16866945.0,16866945.0,3,16866945.0,172921.5,155628.0,17293.5,172921.5,2,11,-1172,10.0,4,365243.0,-1141.0,-865.0,0.0
7334,219794,0,1,1,1,166500.0,266832.0,24601.5,238500.0,1,1,3,1,-10606,-383,-5120,-3208,7,3,4,0.10129123462110708,0.38384713953679295,0.25533177083329,1113195,3,-2379,-2396.0,7099155.0,7099155.0,3,7099155.0,54625.5,53217.0,5463.0,54625.5,1,9,-2470,10.0,3,365243.0,-2439.0,-2345.0,1.0
7337,272083,0,1,1,1,270000.0,835380.0,40320.0,675000.0,2,3,1,1,-16404,-4443,-9031,-4371,5,0,4,0.7351796584951955,0.7111316086807091,0.5136937663039473,1463595,8,-734,-774.0,19136.25,19136.25,3,19136.25,337500.0,337500.0,0.0,337500.0,3,1,-975,24.0,1,365243.0,-944.0,-243.0,0.0
7344,190269,0,1,1,2,256500.0,584766.0,28260.0,472500.0,2,1,2,1,-10740,-1027,-1653,-1589,5,9,1,0.11549429796068025,0.42671407077517226,0.4668640059537032,1676493,10,-2320,-2320.0,10942.38,10942.38,3,11068875.0,110700.0,99630.0,11070.0,110700.0,3,9,-2627,10.0,3,365243.0,-2590.0,-2308.0,0.0
7352,229303,0,1,2,2,157500.0,481176.0,24696.0,360000.0,1,1,1,1,-19561,-476,-1791,-3066,3,0,4,0.6278244430317867,0.4243619900857513,0.5280927512030451,1261427,8,-99,-109.0,9018405.0,9018405.0,3,9018405.0,79767.0,88191.0,0.0,79767.0,7,0,-339,12.0,1,365243.0,-309.0,365243.0,1.0
7355,287798,0,1,2,1,135000.0,544491.0,21096.0,454500.0,2,1,3,1,-14294,-3104,-4334,-4496,3,0,18,0.3567647603798547,0.6554959334572515,0.4920600938649263,2162803,6,-124,-124.0,10858545.0,10858545.0,3,10860.03,49486.5,58171.5,0.0,49486.5,7,7,-305,6.0,1,365243.0,-274.0,-116.0,0.0
7362,293371,0,1,1,1,270000.0,296280.0,23409.0,225000.0,1,1,1,1,-16136,-7205,-7,-5027,4,3,15,0.4835738707847061,0.4123634399894324,0.5190973382084597,1926303,3,-867,-874.0,8026.2,8026.2,3,8026.2,66010.5,66010.5,0.0,66010.5,5,5,-958,12.0,2,365243.0,-927.0,-592.0,0.0
7364,203663,0,1,2,2,135000.0,381528.0,18553.5,315000.0,1,2,1,1,-16166,-3049,-2973,-4578,3,11,4,0.22553729034648995,0.2985559118057282,0.4543210601605785,1101505,1,-360,-371.0,13723.65,13723.65,3,13723.65,140278.5,152316.0,0.0,140278.5,4,9,-391,12.0,4,365243.0,-360.0,365243.0,0.0
7365,143323,0,1,2,1,90000.0,900000.0,26316.0,900000.0,1,1,1,1,-13297,-630,-7225,-5375,2,11,10,0.6588363540693647,0.6540129781267099,0.4686596550493113,2673703,12,-631,-640.0,3905055.0,3905055.0,3,3945825.0,30951.0,34218.0,0.0,30951.0,7,7,-992,12.0,2,365243.0,-961.0,-627.0,0.0
7372,239784,0,1,1,3,225000.0,755190.0,32125.5,675000.0,2,1,1,1,-12953,-4885,-1341,-4398,1,10,35,0.4994481403591437,0.6903743313373848,0.7476633896301825,1011525,2,-2540,-2552.0,5445.45,5445.45,3,5445.45,50310.0,49014.0,5031.0,50310.0,4,0,-2601,10.0,3,365243.0,-2570.0,-2297.0,1.0
7377,288639,0,1,2,1,90000.0,900000.0,45954.0,900000.0,3,2,1,1,-20567,365243,-855,-4035,4,10,8,0.8206140612219145,0.7360061891981676,0.2707073872651806,1825059,3,-1793,-1809.0,3298.86,3298.86,3,3298.86,38470.5,16762.5,22500.0,38470.5,5,8,-1889,6.0,2,365243.0,-1853.0,-1761.0,0.0
7381,281934,0,2,2,1,292500.0,450000.0,22500.0,450000.0,2,2,4,6,-14972,-725,-1163,-4604,3,7,6,0.6720243756503678,0.6628258308349041,0.42589289800515295,2121014,1,-1931,-1940.0,4200885.0,4200885.0,3,4200885.0,50175.0,35361.0,18000.0,50175.0,1,8,-1962,12.0,2,365243.0,-1931.0,-1627.0,0.0
7384,125035,0,1,2,1,135000.0,633730.5,32485.5,504000.0,3,1,1,1,-21384,365243,-5364,-4749,5,0,8,0.5914413774838174,0.7778864376281709,0.25259869783397665,1171267,3,-495,-509.0,67397265.0,67397265.0,3,17689.23,90000.0,94752.0,0.0,90000.0,7,7,-586,6.0,1,365243.0,-555.0,-488.0,0.0
7394,250854,0,1,1,1,292500.0,1483231.5,51556.5,1354500.0,1,1,1,1,-21346,-2498,-5206,-4872,4,14,4,0.8591628666396404,0.6207797329186501,0.7688075728291359,2525433,6,-1994,-2010.0,11086875.0,11086875.0,3,11082105.0,53955.0,56628.0,0.0,53955.0,1,2,-2175,6.0,2,365243.0,-2144.0,-1987.0,0.0
7398,147396,0,1,2,1,180000.0,675000.0,45108.0,675000.0,2,2,1,1,-13241,-4451,-2331,-2922,3,5,4,0.7858384449777985,0.5722836195568997,0.33928769990891394,2140977,4,-1484,-1509.0,45335835.0,45335835.0,3,15719.58,145755.0,82129.5,67500.0,145755.0,1,5,-1698,6.0,1,365243.0,-1574.0,-1475.0,0.0
7407,144591,0,1,2,3,135000.0,76410.0,7956.0,67500.0,1,1,1,1,-11041,-2583,-966,-3677,5,1,2,0.4811129346032674,0.4132380421663069,0.7764098512142026,2801508,4,-257,-266.0,36391185.0,36391185.0,3,4946535.0,61263.0,49009.5,12253.5,61263.0,6,11,-377,12.0,1,365243.0,-347.0,-250.0,0.0
7409,268727,1,1,2,2,157500.0,938304.0,36517.5,810000.0,1,2,1,1,-13549,-2877,-2645,-5587,3,11,1,0.6941011669902887,0.7515386272165507,0.4294236843421945,1945464,3,-16,-38.0,7528095.0,7528095.0,3,7528095.0,39555.0,39555.0,0.0,39555.0,5,12,-132,6.0,1,365243.0,-76.0,365243.0,0.0
7413,270336,0,1,2,1,135000.0,260640.0,26838.0,225000.0,4,1,1,1,-11886,-474,-4544,-4067,1,12,41,0.6760465171664793,0.4970443274463756,0.511891801533151,2322758,16,-163,-213.0,4911075.0,4911075.0,3,4911075.0,71550.0,86661.0,0.0,71550.0,6,17,-660,24.0,1,365243.0,-613.0,-8.0,0.0
